"Sample","Reactor","Time","Phase","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80"
"20191106R","R",28,"Recycle-10%",12454027.9008803,37264459.3747903,64710737.9076687,11749740.4554218,8733857.80805242,3395918.93527026,1174974.04554218,3155345.47322749,41877191.5531102,3402892.25143818,19577090.2451464,7464746.44249351,2865960.19700939,1045970.8441859,5038093.27256214,6132876.63042344,5575025.32699094,8737344.11638635,32466939.5642709,10421357.6511857,488119.540753404,11254647.5985005,1192406.98621195,36518333.4313243,2322055.52591273,2179106.39172068,1276084.68172683,432334.410410154,5948088.29872391,8120221.37427667,976239.781006875,37083158.0509247,85992760.9366182,1345815.74490586,275439.343382322,502066.17308925,460226.975581779,6223527.64210624,6349043.83562852,2102402.01237373,4821926.06735706,1708419.09213698,2255810.77106763,2353434.39941828,6192148.06910062,1101755.97452915,2273243.7117374,237086.454208779,554364.295598505,7084710.15459262,4082773.44005903,697314.129290625,2792742.82549643,1649147.6534598,7049844.27325307,1052944.16035383,2165159.75938483,613636.43377575,174328.707197673,822830.322812904,449767.351079928,20814822.7371998,522985.422092952,49606917.0149841,540418.362762726,345170.406561351,477659.916251553,509039.489257173,310304.525221803,801911.073809202,2423166.16209738,1652633.96179373,3211130.60357074,1059917.47652175,1593362.52311655,219654.213039072,9486957.0676863,303331.908553947,3950283.93036883,1652633.96179373
"20191107R","R",29,"Recycle-10%",41588114.3288239,113726985.245848,105436010.927908,21393671.7778286,15612198.9586114,4330552.4621601,6766025.7594534,4397176.8033699,63485166.8812762,9616048.36697323,57866552.2420618,15412327.4208059,11148397.8140317,5307703.0280005,7076937.37066734,34637021.7803565,45193207.3553674,32852981.2030743,20512756.536605,44512163.6519493,2243004.13388353,46185162.6699994,5751863.32163404,86833139.7907857,5226273.93799912,3153530.35851414,5692641.35482003,718057.06122084,6899274.441873,12355030.9010847,2383655.19069892,103318851.616225,131330497.20812,2568720.49388905,59221.2239020875,2753787.28290303,540394.1324265,19372747.7907619,14146473.8527627,16685583.3632448,21926663.5358593,6455115.63406331,5907319.12724101,5788876.67943684,2709371.55070445,4937570.9357964,4345358.69677552,525587.897811075,3057296.51972118,15878694.8376268,6336673.18625913,1369491.26705572,1969105.88047239,5640823.24822566,5078220.50678794,3279376.66653795,5751863.32163404,1228840.21024033,1465725.10584869,4604450.71557125,2057937.34486956,11074371.0984261,1251048.81925155,66209344.6665961,1843261.05827242,466367.41682091,288703.002202725,288703.002202725,170260.55439855,1887676.79047101,747668.044627845,666238.954626465,1036371.04683057,1406504.62485852,6447711.77384367,333118.73440131,2272615.11729054,806890.011441855,9978778.08478155,19424565.8973562
"20191108R","R",30,"Recycle-10%",24927943.7446887,151216289.114212,226198645.363249,56821555.1802984,15821649.0946557,6301038.2093563,6197460.0159269,18290275.1086061,61068281.8801963,9425662.3329835,45868107.1384402,12541655.0847228,10763554.3987753,5472409.20037236,12144603.3240067,20603532.9670251,16417225.8703427,32256137.7087742,93540209.0784916,28346041.4356026,983997.16451523,19757639.483491,9839976.83747547,120168569.431362,5187567.00497353,11350499.8025744,6456406.36488759,2606731.42570584,8199981.56328342,14380177.1046601,2313257.8584191,52497144.4026349,103863553.126337,2434100.52639871,129473.347557781,2839783.65900277,1691785.23629394,5921249.192416,9684610.41271858,8320822.50048865,14803124.7118144,8191350.19139551,8631558.81155123,7871982.50844501,5127145.67098372,4229463.95612205,3642518.55232296,716419.44366663,2054311.50945841,14483757.0288639,14967124.2392336,983997.16451523,2589466.95115561,2080205.62512216,4143148.50646849,3607991.3339969,2477257.3858383,1933468.84147879,949471.676963562,2347783.34597076,1614101.1585283,54327035.0506843,1096208.46060693,140720312.436285,1838522.01993731,1734943.82650792,2960624.596208,3495781.76867959,1700416.60818186,2546310.09171603,1734943.82650792,1717681.08273209,1985258.80358069,2166521.07477572,4229463.95612205,958103.048851479,3935990.38883531,932208.933187728,15545438.2711448,5601881.5094655
"20191111R","R",33,"Recycle-10%",31245106.3135102,155057685.538215,123982449.014016,158104693.915537,14438785.3568335,5871065.18149728,15298741.7284841,46809267.5941163,41713224.9529084,14969622.3344885,31149554.4241108,7187542.75747987,13738078.5898671,2049034.26388579,8504020.33346247,18462533.8581043,40672782.860497,36542866.5383774,311400000.858064,34069163.1176854,10669838.3496464,19173856.55652,4342251.96381715,123801963.293255,11423626.9004483,25363425.2005636,7867013.40836986,8089967.10810557,9491378.51544941,13833630.4792666,1857932.61167578,16371033.7418323,26669284.718508,2494937.41017955,180484.870125139,5881681.11294662,4087450.46973341,5860447.1234591,16976188.6193992,5871065.18149728,14608653.019556,17814913.1281512,14003498.1419891,16339183.8208955,7909481.3873449,7240626.66790426,6582387.87991296,9640012.18868438,3259344.01901962,10797238.0333938,79625652.9776928,3822030.91761149,8174900.93946682,2420619.51026765,12793188.3868552,6210800.50694227,3991898.58033398,3747713.01769958,1751764.79082701,4947406.84138406,5987848.93379539,84488125.9877156,1911016.52210016,113163976.991134,5117274.50410656,3885730.75948522,4363485.95330467,2654189.1414527,6072782.76515664,5541945.78750163,3917582.80701091,4936790.90993472,8801289.80652125,2781588.82520016,3970666.7174353,2526787.33111642,9109175.21102938,1645596.96997824,34281496.6327941,3429211.68174211
"20191112R","R",34,"Recycle-10%",25354057.0286277,68457162.3835152,107730620.780206,87249560.3401892,8177950.13334615,2171136.61526325,45961768.0613808,34237626.7130154,14811980.62725,6380730.5170785,10554138.7079187,9498725.5623156,15939765.1948032,2376188.57457255,4499078.3809677,7984960.48057785,5970627.80710785,17477654.8896229,79240476.4551772,11965377.8100018,5017739.43251145,5759544.69452805,3298922.3914644,90982710.0547062,5934442.0961328,25625449.2566166,10469706.1880755,5536399.27540725,2991344.45250045,5922379.7895918,2159075.5173702,18014408.1923302,6839082.45321315,1887683.2893813,114587.80273647,4251810.7660608,2478714.5542272,2014332.67347,5548461.58194825,2309848.30589295,9209239.8745152,18231521.2495326,13557545.4669602,9739963.23259995,4300057.5749289,4836810.8776362,8708672.28278295,1272527.4114534,3787427.67665565,3431602.9288236,12146306.3648771,2183198.92180425,4378460.1501495,1658507.92563795,11494964.7759741,3745212.02105805,1845466.42513575,2424436.5920886,8612177.4563988,3081808.1256141,5096142.00773205,46890531.8228952,904640.35708035,117754037.338688,4300057.5749289,1393146.85091955,1212218.2960443,910671.51035085,5687173.27257795,3184334.10526875,1899745.5959223,1839435.27186525,3262736.68048935,1073506.6054146,1839435.27186525,1555981.9459833,5994751.2115419,910671.51035085,10777284.1270395,2165106.6706407
"20191113R","R",35,"Recycle-10%",59205400.4346373,76091517.9575137,213682855.408081,94795727.983726,6728954.01719693,3347704.31196288,48363934.8556886,37938417.6221678,16839156.3941525,8922739.58675011,9016663.18967328,9667419.86967139,20770529.290522,3045807.88180118,4025296.49929267,9533243.67848842,4166181.23093971,15946882.8391201,12129559.167066,10653617.0276269,4286940.34119456,5581743.8152513,5997692.1606792,63391708.6324447,6688700.0834617,37522470.6222154,9546660.75941654,6943636.73037494,3387958.24569811,8332363.80735485,2073027.80477376,18838386.2173953,4327192.92945437,3508716.01047754,161011.698514656,5279847.3850896,2039483.75697802,2401759.74226714,4541875.64263238,1958977.23498298,39025248.268986,33678312.788305,27472647.8003872,16013970.9347116,5930602.71961229,7419963.28545485,24386587.3303262,1026451.09169078,8446413.03167021,2683530.55103664,3139731.48472435,1871762.17252387,3917954.46996595,1730877.44087683,10774376.1378818,4991368.03585603,1683914.96667754,3575805.45154445,17463077.5668189,4380863.94411773,6474018.7157591,25023925.5839208,1147208.85647021,62338422.0334222,5762882.48063357,1207588.41159763,597085.665334752,228099.794106144,7728569.60155603,4327192.92945437,1831509.58426406,1509486.18723475,2690239.0915007,1563157.20189811,2247456.58421654,2247456.58421654,5253011.87775792,1355183.02918416,14444105.1923494,3669729.05446762
"20191114R","R",36,"Recycle-10%",23713167.5591676,142726970.466765,100856591.831219,61388944.8067199,5736305.96721605,3566283.29309146,28396459.1141848,28757160.4155158,21775854.9882041,8505557.24444849,22956859.4323342,4956726.71344267,10297425.8551564,1914041.44402346,5521048.62614054,18145576.6791471,3647732.2373814,14154597.0687589,37024189.1919488,13997517.5450334,3071774.76121354,6283175.11782828,8517192.80791848,56856914.4105739,4345862.54686483,19792000.1633607,5777029.85624167,12391816.7836067,2804157.96764242,5247614.63395378,1093738.30122446,25458493.9159955,1896587.51569913,4066610.18982372,46542.0206322288,4421493.12630043,4805465.55457147,1914041.44402346,4165511.8961993,1326448.40438561,13055041.5689188,19384757.7743884,23992419.9162087,24899989.2019133,4665838.79293157,4386586.43589046,12740882.5214677,581775.841022208,3758269.50722698,3496469.9122715,4974180.64176701,1559158.50754675,3385932.64242593,1221728.33315568,13642634.6085567,2024578.71386904,1181004.44413006,3164858.10273478,8924435.19689081,2170022.67412459,7801608.57011071,16854034.9651714,1605700.76142672,62023080.1002377,7010393.75286734,3874623.9756882,3892077.90401254,3455746.02324588,7871421.95093066,2961237.49136796,1745326.35682793,2362008.88826011,5707217.64166042,1826775.30111787,1611517.96004237,1820956.93626353,8738267.34760963,2187475.43621023,39136034.0487235,2123480.42024462
"20191115R","R",37,"Recycle-10%",17040524.7922667,156079265.798498,49370696.6548128,58593345.8542572,6148433.25306865,3074215.94637578,61796503.5363912,56014532.9041667,36578427.1523902,8102901.47111567,37962842.2535332,5537661.76488932,19415747.2462974,1696587.4671648,11625018.1412035,18031332.1451543,5890552.50218644,16633343.8001471,72274628.8218547,14488856.9695874,1146892.85573999,8978341.69242637,5836260.88704691,53795397.3133054,8340423.71651874,26100301.8669267,12514028.8857441,14957116.1987785,2551667.82267928,7878952.46957675,1825527.84260591,59808103.5690009,1601578.84106699,4003946.42250893,61077.1488179328,10457765.4196672,6365596.99299258,2992780.56414212,3779997.42097001,2599171.45556964,4655436.28196363,24885545.5125001,21675602.5687512,20148673.8483028,7919670.84085212,6779563.24672712,14834961.0849524,617558.110111404,4899745.14929878,3861432.80320367,14821389.2014054,3040284.19703249,7234249.23205412,1947682.95643202,20026518.7344767,3841074.29772452,2497376.20753975,4974395.26991744,16409394.7986082,3040284.19703249,11747171.8947125,9324444.44747432,2219136.95117839,47918418.0549831,6548827.62325613,2748471.69680698,2857053.56676894,2171631.95797094,12405448.3760993,6318091.99978513,3522115.30977071,3291379.68629971,7817875.59282223,2857053.56676894,1133320.97219292,2612744.69943379,9602685.06415277,2110555.08121643,29398468.1751585,2327717.46082327
"20191118R","R",40,"Recycle-10%",9089941.98568555,229329501.675073,30707024.9152154,10177007.9525176,9483356.23671446,4726148.30792868,4752030.63320405,15234452.3079193,37270831.8137535,10057947.8028293,52003164.312119,4229203.71763997,3685670.73422393,3473434.83643925,21611906.6721064,23247681.879778,7335106.62832567,18195413.7817997,47235603.8684864,23827449.7033162,1112948.29210745,8882881.30716595,20131426.4542454,29278309.3479051,4260263.33849707,7102164.66268903,2106837.47268487,15110216.9389659,3390610.56503141,6812279.71276159,3188727.18209354,18966712.4734289,445178.901579648,4255087.08107366,10353.0131628134,2655546.71352432,4845208.45761703,2676252.78137628,10761953.0716376,2205190.51636294,2872959.90689074,11481487.1127161,11895607.431597,16109282.3769667,4312027.98904781,4322381.54205295,3991084.45642159,419296.57630428,1081889.70940867,8039111.89713398,13438205.8530139,1811776.26533402,3996261.75200333,1677187.34337545,10663598.9898012,2800489.18848804,2091307.66225632,2282838.53034737,1040477.57370475,3002372.5714259,4829678.64718848,7360988.95360104,2163778.38065902,30028903.0098408,3463081.2834341,4741678.11835723,6387806.8790339,5078150.42325367,5502624.29513969,3028254.89670127,1930836.41502238,2396721.38445398,7650873.90352848,2329426.9234747,900711.35616444,1159536.68523478,6315335.12247288,2914372.04259466,31654324.6645072,2262132.46249541
"20191119R","R",41,"Recycle-10%",13674468.521437,266160948.795184,34562632.589715,37172756.4074513,14348511.066554,4911909.68228868,5700682.62859037,20601336.6271594,54568802.3844151,10268399.6691681,71642169.1080469,6489457.01304892,5528587.02681332,4352597.53835639,24681448.0245453,31357341.9395194,17431900.6654909,19927294.0820424,127279402.667965,38126455.7436128,867651.535273032,19274762.0489907,20221290.7350782,43124413.2267901,6331702.71141995,11279464.205922,3549481.85374976,16004936.9862855,4782836.54279903,6926868.10572246,4037087.4969416,23785113.8889761,437411.092673538,3886503.84538668,43024.0442599494,3563823.15389785,6216970.8720784,3872162.54523859,10404643.4587318,5184394.38510235,3664212.25493446,14040173.1133701,12225992.8920095,13588420.7205484,7098963.70749952,4460157.28946705,5299126.22444391,1663595.13164877,1756813.58261134,10146498.6179093,37452411.760339,3219630.51218688,6503798.31319701,2861098.00848468,11802923.0994841,2975828.40966938,3384556.90204675,3735918.7556749,2101006.22432231,4488839.88976323,4754153.94250286,17424730.0154168,3958210.34612712,50108645.094948,3420410.15241697,5571610.92725758,5342150.12488817,3155094.66152048,6259994.77252266,4381280.13865257,3341533.00160248,3843479.94494242,10619762.9609531,4854544.48169633,1419793.02913127,1993446.47321165,7980956.54292064,3893674.49546072,31049003.9863355,2925633.85915108
"20191121R","R",43,"Recycle-10%",8576281.50006769,214065770.375624,66581526.122307,17550726.5431286,9461086.27962269,7331236.52835321,3122095.16544033,20053458.8691326,61841503.4104176,13847188.0921944,60185655.0443957,15490396.6069021,5289865.73628268,2376331.28160174,11489815.9547486,35960976.8975535,13449025.8148316,17348485.1252111,40903241.0273604,37559944.0342161,1529447.3216196,29584064.9637983,4120659.87245302,64887758.2023427,4784264.08993449,6092509.58385011,3115775.87259849,8513082.24349701,2749213.85633626,9954049.3402872,1826489.52283885,81736960.9740474,1788568.70326598,4348180.99299883,31600.1345375229,3551857.70390369,4183860.39465415,5428906.63199909,4784264.08993449,4310261.43905642,7110034.70064923,10377491.3202783,16002318.8117226,18852652.7442024,4120659.87245302,4942264.12980688,4676823.45531865,176960.44965882,1403046.27721733,5934509.54397772,6869873.72878928,1371447.28174721,2844013.37400751,1984489.56271124,7792598.06228669,3893138.7519072,3551857.70390369,3002014.67951035,1011204.55832682,2502732.32600401,6952034.66077684,7672517.57635671,1921289.0405101,48594719.0135036,4449302.33477283,2616492.25346169,3299055.61509915,2452171.65511701,3804658.52707779,4935944.83696504,1864409.07678126,1636887.95623544,5270905.32649625,3058894.64323919,1693767.91996428,1181845.7151438,5428906.63199909,1807529.11305241,42773969.3969835,2919853.74752278
"20191122R","R",44,"Recycle-10%",15961064.1025168,283297958.381599,117091532.865855,10859353.7148938,8840535.01448758,8038837.2501789,5298490.70808366,8221041.08817346,46585901.4488332,19328193.5431031,41476902.0890333,45645727.8320405,6071035.50746015,12790716.4442789,8016973.25742363,47744717.9169541,34181456.6732987,18329715.4583337,40390966.5713552,45434372.4910015,5298490.70808366,23052441.6875016,48007091.6775683,74149711.1006881,6027306.06006188,11566305.0741167,2405091.83103832,6799850.85943838,5174591.33806574,9161213.24307842,2856956.93993625,6909172.28510248,1173392.95058698,3993909.41530186,240509.76785892,2084413.60244748,3469163.35596119,11682915.4719577,7740023.01434334,5415101.10592466,10108674.3701603,7849345.90189516,10735455.8067636,10225284.7680013,6231373.89081171,4999676.47224809,6858155.32741502,6100187.01050461,2718482.54933997,11456983.6484526,23511595.7685764,2740346.54209525,3738824.62686457,3345263.98594328,5407812.13374776,6282390.84849917,3119330.70055045,3345263.98594328,1924073.7572082,4139672.77807505,2426955.82379359,52809986.367468,1443055.68337808,36513667.5538943,2798652.47195961,3862723.99688248,2521702.22887932,976612.630126329,5218320.78546402,3184924.140704,1741869.91921364,2098988.62302585,2798652.47195961,2317634.39812949,1202545.91551916,1931361.26749738,3505603.83118256,1370173.27104762,19648871.7716939,3294247.02825582
"20191125R","R",47,"Recycle-50%",5869493.71391641,147600970.677351,71249574.6149034,22411762.5441104,5320394.60837325,4803282.47012386,4339480.52034716,20689831.8178293,62805180.7525669,7996584.86232541,34129425.6830016,37706565.2761522,5016524.29177729,4643350.83694312,11083266.8775816,26996471.8534047,3657105.40974095,19207797.4735567,24437564.6547501,14671068.0813216,719692.349313357,17064713.3753821,3763725.78668631,52185714.7569993,3710415.59821363,6120052.77427698,2846784.56548506,7991254.59091203,3235950.97008477,4696661.0254158,1188825.63826614,84097421.864412,20673838.8680638,1924512.00510773,90627.9610611795,2926750.38207544,3779719.80421455,2340334.03782513,4467425.18623414,1897856.37699004,9217397.46788532,11515082.9278272,20908404.9786588,18589395.2297753,2926750.38207544,2484272.72124035,4238190.41481517,234566.11059504,1050218.29402701,5459001.95261238,2500265.67100588,1002238.3769677,2207058.03276208,1226142.87697329,5789527.89732603,1759249.03275091,3881008.84198383,1999146.48252203,996908.105554326,1572661.77145247,5176455.92495804,2878770.46501613,1375412.89956458,34113432.733236,3865015.8922183,2852115.90466114,3598463.88209219,3571808.2539745,4163554.86963818,3406545.28161767,1082204.19355807,1124852.7714413,2521589.95994749,1780573.32169252,2196395.35440992,778333.876962117,3662435.68115433,1263460.11568043,27156403.4865855,2425631.19359158
"20191126R","R",48,"Recycle-50%",5030004.34302678,74499989.4955789,39209101.9083377,48416738.784418,5457874.913393,2607651.34000758,6013769.24914155,23337467.6134936,40967750.7691312,4565074.51039284,18118796.2779358,22892752.4149814,6818974.47978624,2816532.96666026,5895852.12560349,13958009.0482449,3490344.42594687,12849589.0322904,10033056.0656301,10120651.2379856,535680.37684341,10208247.0855576,2691877.85682048,20733185.6042451,4420204.76643133,8890945.44295041,4770586.80628636,5562315.38911104,3790190.55571416,2277483.2590577,939966.982328745,25769927.9335736,9355875.27558435,1546397.90338162,515465.74272168,3776714.58311073,3187128.96542043,1775493.48893945,3793559.88647331,1701374.28918741,5703815.8023134,6707795.34254989,10305949.574974,10332902.1953974,4127096.62296576,1923732.5636601,4514538.6003051,151607.73026322,896169.733759305,4022655.47203113,1536290.58632076,977026.919813055,1883303.97063323,1344254.26303066,3493713.75670602,1078098.73998853,1344254.26303066,3163545.67575614,1125265.31931713,1458802.05580958,3028783.24885549,2408877.03041577,1441956.75244699,18165962.8572644,2573960.73328242,2173042.78333965,2496472.20277124,2944557.40725918,3928322.31337395,3962012.92009911,1175801.22940487,1492492.66253473,2462781.59604607,2540270.12655726,1324039.62890894,1189277.87722488,2627865.29891272,1303825.67000379,17151876.6751836,1610409.7860728
"20191127R","R",49,"Recycle-50%",10815148.4500494,245283465.616322,110981358.076556,183801493.331,13439550.6999251,8489611.37233374,10152043.1620154,67748781.3074482,112475680.195016,16372155.2611542,57213818.1376619,41243262.7761756,10917883.1775572,3885234.13988951,22349439.9926535,27448810.9707399,9208754.46488845,30045192.4471851,30558866.0847242,19986545.0023141,868574.743049652,22676322.1959038,8517630.27459409,67552652.7339661,7565000.69593358,29578217.6038033,13215401.3530126,18062605.9530962,9750445.1335177,7761129.26941564,2652419.2809659,88323715.7725489,6939253.32052329,4081364.58454176,177450.552755286,8919228.30309178,9843840.85066213,5435592.19169996,10124026.1309252,5809173.18910749,16353477.2404274,9685068.31863362,12552297.9361487,23899798.044464,6808499.69075513,4193438.32241296,7499623.88104949,130753.068417108,1410265.4116789,13486247.6229123,4212118.21430992,2418932.7948601,3698444.57677084,3110055.11398429,5921246.9269787,2727135.10621337,4576358.33018388,6490956.49786829,1111402.11068902,3894575.02142308,5725118.35349663,6416240.67262082,3577031.82853625,47257903.5491286,5771815.27648376,6089358.4693706,6164074.29461806,6948592.33088668,12589655.8487725,7163400.7962657,2605722.35797878,3464956.21949486,7527642.78330984,6967272.22278364,1849223.22397051,3913253.04214986,6322846.82664657,4053345.68228141,63630058.8102827,3810518.31464204
"20191128R","R",50,"Recycle-50%",13420437.4535345,165365137.790938,83796139.9131417,282289983.957528,14418810.0753941,8217377.76650272,36411817.7022763,117798421.248204,91447132.5451188,14553207.7225858,36018228.7177,45157182.1005469,25458513.4075792,4012692.62635705,16300359.8108402,20725841.6356655,12806053.709305,31976737.6955313,14716403.7655892,18345105.5892897,691180.7497449,18306705.1615055,5193459.58008571,56686469.7116893,18258706.5518017,55073713.3456002,38245368.8280186,16607551.6829549,11116500.3377005,7497398.62094614,3676700.43340418,103350810.851972,5462252.94944271,3724699.04310796,38398.8877630176,15513181.8416877,8226977.87344877,5308657.01338535,10271723.6518982,5663847.49520384,12911651.0356586,11078101.8349428,9657339.9076688,17337132.860484,14783600.6641586,5260658.40368158,14764402.375293,278391.551276586,2198339.78948038,8620566.85802499,4387081.39704118,2841523.85454797,5414254.33973894,2361535.83248379,6143833.59224156,2927920.96700947,4022290.80827663,11865279.8040952,3513504.39040078,3091117.01001287,5606248.77855403,2150341.17977661,5606248.77855403,29787996.0879705,5126260.75648985,3571103.10705059,1651154.8688468,787177.969152444,18431502.7017512,12854052.3190088,5308657.01338535,5596648.67160798,8524569.63861745,9695738.41042652,1113570.05515926,5923040.7576148,6393426.74770647,5155061.07732799,44485199.6396677,2803123.42676378
"20191129R","R",51,"Recycle-50%",55653863.5282252,178170651.926926,152033974.283032,158821680.964248,11306915.8911362,4892843.45760837,45512335.2372753,70608171.8150331,61827742.0068616,12347756.9572727,33075617.4898642,42985849.1543106,20887991.0257326,6912253.21526654,15665992.8230944,18272544.1526296,11689445.6823929,19998383.1243493,39116055.6757032,25407198.4508319,1512333.43235168,13130611.196562,14571776.7107311,77013346.920173,12312171.2133613,40290337.0346371,25469470.8254468,17720988.324664,7650627.95189672,6636473.51646361,2428629.74925853,50458555.5259307,2010514.21409038,3211483.98854782,53376.4740830004,10764253.8219183,6992316.67701694,5159725.82802337,9625556.42207566,4572584.25614634,22186818.9187163,9652244.83759917,7659523.49546452,14767489.3781433,8068743.48706488,4403558.21943746,14518399.879684,658309.490059644,2517590.53939687,11111201.4389038,10097048.7882908,2793368.45337966,4243429.51111652,2606551.3295352,7001214.00540487,3033562.40827115,2882329.24351799,6716538.76303415,5862514.82074211,3247067.94763912,3647392.39567169,22934089.1989143,3336028.73777746,66000003.5997955,3496159.23091854,4750505.83642301,4625961.08719337,2935706.07456502,13406389.1105448,6921148.75883433,2971290.03365633,3255965.27602705,6209462.43772766,5818035.31808302,996361.563477396,3674080.81119521,5737970.07151247,3086939.23931818,41019816.2276995,2944601.61813281
"20191202R","R",54,"Recycle-50%",8641784.28624189,65116602.4616167,115986894.731257,133502932.127401,7358151.02975904,2774467.27230181,26112338.7616981,31656220.0983414,44927171.0627282,6236234.59966337,16252618.9960248,16803469.2767601,10041652.4606854,2991775.45981977,9096614.5053803,8459851.5912298,12214732.3113426,11178729.5269233,62700945.3468563,13695458.8989797,606440.62960495,8945005.10717497,7479439.15568003,42450870.391138,5513559.05209775,25975889.9996349,14175558.1947033,2663286.57456267,6018927.42440662,2117489.50178761,1258365.19215883,35537442.1523355,2976614.8236776,864178.52985031,15161.041046654,4886903.5661291,1273525.828301,2238777.6277086,5043567.18455596,2749199.20797779,13321487.0930349,3234351.71166175,1677819.91879137,1804162.26493389,3062527.45709272,1253310.9719373,4330999.06517219,1308901.32080687,894500.81439586,5680331.11096767,15772519.7003011,1293740.6846647,1996201.37586662,879339.16599248,1854698.39358193,1111809.00191382,1005681.512135,2314582.83294187,1708142.20333692,1137077.06623784,752997.83211117,16848952.1974479,859124.30962878,50081918.9450233,611494.84982648,823748.81712291,788373.32461704,828803.03734444,3941866.6230852,3057473.23687119,1157291.92260154,1132022.84601631,1622229.5699218,1602014.7135581,520529.00845104,1541371.15672821,1243204.55601666,965251.7994076,8631676.85806004,1142130.27419816
"20191203R","R",55,"Recycle-50%",5923559.07638056,98394499.595465,162451091.135603,103460511.241314,7869253.25239357,4907474.43629742,11025603.2191169,25949801.2896374,70153102.2690133,8171917.56111822,23629380.6995014,7076562.87207106,6737868.95483551,2125850.88369701,14686390.8120049,8856513.33915504,35051328.3866855,11890355.7048377,187334363.733703,18311148.7963819,1080941.6902922,10744558.4085247,10117611.7371312,59451781.4125652,2853685.65799871,15306130.9840209,7703509.54346454,5837083.9722273,9339334.35556368,3077079.91775933,1073735.19091472,55560391.6163509,9613172.66677841,1052115.69278228,28825.1309969688,5159693.24937971,3033842.3656827,3120317.46983596,7307165.07539741,4893061.43754246,14844929.4657447,3026635.86630522,2255564.98411514,6327110.04382517,1981726.67290042,1253891.89859872,3660789.03707618,5058806.59065974,807103.379077476,9332127.8561862,39202143.4953595,1225067.34527705,1693475.36293073,1246685.39922124,2399690.63909999,1361986.50088441,1830394.51853809,2284389.53743681,900784.982608212,1736712.91500736,1325955.44818526,22714184.1623265,1376399.49963937,83751344.8913485,1448461.60503767,3033842.3656827,3617551.48499956,4287734.26428142,4410241.86532207,2558227.84865154,1138592.24112379,1722299.9162524,4777761.78006754,3574312.48873468,612533.672638524,2003344.7268446,2450134.6905541,1635824.81209914,33588455.2270811,1520523.71043596
"20191204R","R",56,"Recycle-50%",9297054.469472,140012609.870426,401599106.225363,188763879.818976,12832007.7187456,8092840.4243456,17299256.1309568,56015403.8495744,119553910.605606,11019211.7126784,35699137.667424,9141671.510048,8869752.6278592,2667399.6892928,20303318.8990016,14942619.7669056,40218177.8058368,17881940.9319936,294540540.25975,22297392.4307904,1022933.9257984,19927808.7835904,12339961.6805696,97230621.014912,6163505.9019072,31762779.7364416,12508294.5167488,17985526.9780032,14839031.1272896,4260071.1329792,1540877.1238784,118466232.483245,37589625.1532032,2136509.208064,51794.06044736,6655551.9400832,6979265.14208,4467248.4122112,10682548.6339264,9076929.9070912,35207091.629248,6292991.7014272,5308902.2186816,13570075.4792064,4493145.5721152,2149459.0848192,5347749.2553408,3845716.5745152,919347.8797888,13764302.8816832,54215555.126656,1877540.2026304,2874576.9685248,2123561.9249152,3729180.6517504,1838693.1659712,3301878.8101376,5114674.8162048,1191266.7619776,3664439.0487936,2874576.9685248,32086492.9384384,3405467.4497536,159267097.683725,2667399.6892928,7885663.1451136,9465384.7120448,11278183.3117184,11601896.5137152,4674425.6914432,2861627.0917696,3211240.0472768,8390656.4664384,9076929.9070912,1864590.3258752,2939318.5714816,4311865.4527872,2796885.4888128,54914775.8504576,4104688.1735552
"20191205R","R",57,"Recycle-50%",13038153.2581676,111336643.841768,253060311.223718,302716005.373097,17878876.4928243,7243417.42735264,36417316.3751532,120794310.802958,125022582.993408,11518801.9631002,35274859.120136,10081895.5014294,14557504.5532349,1966912.67248113,21094248.6069511,12508147.0473572,63789194.6784319,21471142.6470012,191968259.944636,24062283.8597222,730230.726868335,21753811.9964558,5865403.16817856,47229444.964617,12602369.3767867,69265926.3105274,30763917.5802316,22460485.3700923,18020211.1675516,4098715.01175543,2756033.24068017,95483567.5015898,37689333.1700309,1955135.17644819,58889.6052141045,9080772.92113942,7902980.81685734,5818290.8228808,11200797.7643808,14663506.7398634,21588919.9684967,5712288.63625233,4510941.53990436,8279874.85690745,7113862.6098243,2697143.39934947,8621434.04769273,2190692.18060501,1048234.92558774,12390367.3646958,33779065.1783005,2402694.19269594,4416719.21047483,2190692.18060501,3698265.97963944,2120024.84324136,3816045.66230085,6324742.04162526,1236681.9456128,3132924.91956428,2155359.69250618,11071240.5856864,3074035.07823357,76733125.6071699,1884465.47791854,6136295.02160021,5959625.49760809,7325864.62191524,21518252.631133,7867648.32875851,3286039.45149051,3533373.95168026,5771178.47758303,6053850.18820362,1448683.95770373,4664053.71066459,3486263.9675485,3710043.47567238,36970879.9391955,3215372.11412686
