"Sample","Reactor","Time","Phase","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80"
"20191014L4","L4",5,"Closing-I",91218645.1435991,43658697.2451255,2411404.35483587,227739427.865013,83047519.0771879,6950065.86904237,65776030.6466593,36363047.4892581,38390470.6016137,31547920.09534,52866573.4348261,14514500.1888677,26156820.0691087,2111897.60223433,7234211.52732214,9323071.33103747,8877651.86001197,164259606.431853,27247327.1051898,12348845.6738418,1075147.47894481,23584143.4387126,3816776.16346937,13493109.6227145,12617631.7749853,54594489.7945802,26525441.7544527,184311.611264724,20297262.7733329,17133253.9534873,16127222.9444704,3555668.30370859,61436.9987968464,3916611.74766988,46077.7490976348,5153031.50217496,130553.776161845,6136024.71267287,29366904.4859923,5421819.1405039,422380.13532105,2380685.24056326,921554.981952696,2618753.76461959,7295648.2186819,10882035.6366631,13132167.7159387,4131640.93602175,13915489.7580356,43328472.9154368,20857875.8485098,2081180.02514718,3317599.77965226,2580356.40896429,2319248.54920351,33398711.374999,7595153.43409798,2941298.31574012,2803065.37588431,2634113.32175589,668128.437945528,12103097.3712173,1036750.12328951,5752043.47019258,698846.015032674,107514.747894481,23038.8745488174,46077.7490976348,368621.685343986,5959392.8799763,2749306.92590725,2595714.42891513,4024125.57325309,1927587.52815506,115194.526462633,806361.37780134,1866150.83679531,422380.13532105,16127222.9444704,706525.793600826
"20191016L4","L4",7,"Closing-I",45967440.1779357,20367559.0525857,1129348.71116633,3647305.29810989,2963803.79264837,4234566.87955178,999719.12886088,1323793.28121466,2812569.34548873,9519918.75344693,5267675.27351817,1445566.33456569,14441915.4029374,290684.49406796,540123.19407599,6343993.79037325,2455105.92802944,5676204.94964026,12739053.8394093,7773847.46021041,269079.62921377,10692477.5875019,318181.55904781,12120367.3216907,10234845.5883655,1528057.92268555,2076037.64571596,86419.85259707,942760.67007242,27398982.6128977,1993546.0575961,3578562.43907011,92312.05272273,2869527.80427719,37317.608218782,1492704.32875128,78563.32364265,5291244.46720112,1202019.83468332,1050785.38752368,575476.78801026,581368.98813592,324074.15235378,628506.98232151,2887204.79783448,38541235.2774014,2274410.08706119,131593.5179539,5778337.46696586,842592.48157558,8522163.95341481,712962.89927013,1200055.89903487,2125139.57555,1007575.6578153,32454536.7159906,6764307.86674666,1090066.85275485,449775.47018202,1667507.96959387,265151.36473656,4694162.42115636,432098.47662473,3568741.97446724,216049.43490252,53030.19431125,23569.036410826,164983.17623972,131593.5179539,1641974.84026247,958473.33480095,954545.07032374,944724.60572087,707070.69914447,49101.92983404,194444.57004833,795454.48738999,204264.64147089,1979797.32851602,139450.04690832
"20191017L4","L4",8,"Closing-I",11964411.9200741,1229522.55901663,4423707.94018034,2201745.84204311,5971178.91125844,1769850.89148034,850925.010883818,648761.3465757,2708992.66038202,2922183.74125772,845411.486494512,1200116.72781803,3640783.43122026,391462.438374522,863790.268914498,233406.969180852,8384277.62492518,13807776.8378675,31625745.4477725,6066747.03512871,68000.50192374,11574787.6909516,314272.729135272,14972974.5778866,7038970.68594416,1235036.08340593,1076980.98200123,137838.845310582,2205421.52496931,28911238.8952122,1665093.1925056,5958314.02101673,303245.312567694,8002004.76165513,69838.343386842,681842.860700502,169082.150183316,21122425.2144328,1593417.00765565,1722066.64565072,400651.645690032,1045737.30933953,768221.777255262,1685309.81638868,4388788.9523814,5213984.18278179,2183367.42741209,281191.21501047,1143143.64246187,566058.112947144,63641115.1246675,2642829.99992138,2771479.63791646,5204794.97546628,2098826.35232043,1371037.08725341,3699594.72582849,1297523.06094037,393300.279837624,1429848.38186164,659788.763143278,2350611.7361323,825195.23040039,1496011.04232228,593626.10268264,130487.479458174,101081.648259576,623031.566092272,215028.554549832,2093312.46014216,1703688.2310197,1499686.72524848,1734931.53589244,1150495.00831427,95568.12387027,147028.052626092,1698174.7066304,270164.166231858,3396349.04547183,238920.493570158
"20191021L4","L4",12,"Closing-I",26132428.0541227,32843960.045775,59374414.9519444,11515286.2603534,49739455.1506734,19571872.5223986,22591374.2642076,1907777.72295126,238389784.698386,132240519.30119,24581503.0330903,185123001.389732,8907534.25685001,8495784.51854432,15577892.0983744,5050804.66081958,175584115.520651,152498640.472207,19613046.6725265,24128576.3989811,3184203.83367175,249767822.876421,7603659.62793608,89185147.6239759,12627013.0248867,7260532.55795174,4474355.57632672,109800.113259884,96157455.6396812,14205389.3097881,8248734.12642581,1729352.74482961,6684083.47345889,12887789.0489397,27902954.9490802,1194075.06478915,192150.335488574,127189714.640371,61364540.9751515,17334693.3613975,18199369.7338123,9882010.1933896,8495784.51854432,13285813.1553109,8207559.9762979,10060435.1715112,10032986.6533178,22289424.0900267,3554779.42184953,70189726.9317457,18954246.5421023,6986033.64763979,8633035.34653806,24993252.7713959,7933058.32031042,12942688.8310021,2690103.04943472,2621477.63543785,2305801.82932247,12915240.3128087,3746930.03190565,243646465.601196,727425.54442107,10046712.2852523,3197929.46560623,150975.087090453,13725.0278858632,13725.0278858632,164700.169889827,3582227.94004296,3733204.39997117,3609679.20391192,4982179.24682271,1029375.71860198,823502.222286894,315675.806115384,5448831.51286631,233325.309319142,29865632.4540939,1207800.69672362
"20191022L4","L4",13,"Closing-I",39705390.8142975,11428474.9205717,24088757.8149008,48889232.3875531,372568241.280451,50778010.098006,13892096.3521114,9443888.55226473,153346850.183552,243542827.864306,11551654.3469412,21734630.4254729,7842534.07336141,930702.099962502,21365086.6623394,7678293.01019376,23062249.7990968,86130999.0282984,70514366.0289017,103020504.380263,5584212.59977501,115543922.463965,2696297.64203347,6802337.93128714,8910103.72596362,11332666.2627177,5652645.00508863,82120.8057850734,202126585.786981,39691705.4300398,14193204.9679188,7240314.09973421,2203574.45253052,20516505.0939607,1122316.6736581,1519233.94731949,41060.265791913,36968031.5354659,361837794.99136,5118860.17878752,2354127.38942796,2737359.27883162,2189886.32626031,3380638.1472445,7295061.1207901,13153008.8258445,4297654.86294926,16738949.6730548,4188158.07882502,89716939.8755087,117706435.279697,3230082.46833458,4420834.28931877,8923789.11022136,3955484.61034375,94288329.8437374,917013.973692294,3093214.91569487,1081257.77887242,2614177.11044965,1560295.58411764,17135866.9467162,1081257.77887242,6295926.61551398,1067569.65260221,13686.7826840957,41060.265791913,0,136867.826840957,4913560.2208342,2792106.29988751,2860541.4472136,3476446.80509853,2135139.30520442,287423.231549628,205301.87736206,2792106.29988751,205301.87736206,8554248.08910038,807519.931580526
"20191023L4","L4",14,"Closing-I",31252026.170112,17352774.1356288,12016371.5489664,75845061.6473088,174653693.013466,33191675.4656256,6850277.2859136,16699916.7249024,87057188.5049856,161833076.77321,12820616.240256,14410182.6861696,5326942.0651392,775859.3394816,10038874.4865024,1125944.0827008,5194477.7212416,48226332.1043328,23711043.7065216,6935433.3413376,1703107.8531456,148577221.62793,1097558.7308928,12498918.742464,5771643.3853056,15573972.6422016,11136431.323776,113540.4604224,93358685.4786432,101155134.214886,5468868.8241792,2762818.817088,3349445.0026752,29529995.3803008,1192175.30784,2374888.2005376,28385.16244608,55379383.9513728,263858688.798144,1494949.8689664,1343562.5884032,1230023.0747904,747475.8812928,1362485.5250688,3737375.6192256,9783408.2138496,3841454.6113152,11439205.8849024,3330522.0660096,70688429.7993984,29965234.2853248,2318119.3905408,1930188.7739904,14079022.7732352,1390870.8768768,63128524.3991424,567703.2489216,1419256.2286848,690705.1776768,1258406.5329792,529855.4819712,44025334.1218944,510932.5453056,2743895.8804224,501470.1301632,28385.16244608,0,0,246003.8575104,1722030.7898112,1532797.6359168,1059710.9639424,1390870.8768768,586626.1855872,274389.2093184,397391.1380736,1419256.2286848,236543.3359872,3945533.6034048,520394.960448
"20191024L4","L4",15,"Closing-I",4368986.64675,11310548.910375,20317007.7498438,551614.6741875,16567978.032375,40990367.4255625,1132519.44471875,58578.6290375,41107524.8790938,44749161.16,10119451.2275312,4046804.3825,1693897.15859375,864033.89875,1186216.163,4544722.33840625,24739691.114875,5911555.71290625,23812196.480875,13292458.6715937,4041922.86265625,262310041.249438,707824.28646875,23450962.057875,2596984.193375,136683.53290625,268485.54596875,4881.5491621875,15625838.8388437,19116146.0500312,1171571.60346875,1503516.90740625,5203731.4264375,10939551.4476875,659009.08803125,273367.0658125,29289.31451875,53335805.3837812,33946292.2679375,2728786.2064375,2645799.3918125,2069777.11840625,2025842.46253125,3709977.55871875,1713424.21525,3495188.73103125,1152045.52409375,22211048.1993125,844507.819375,30475511.136125,25540265.2556562,1366833.3745,1420531.0700625,18261875.1909687,1405886.51053125,7351612.86234375,898205.5149375,546733.15434375,497917.95590625,1967264.22440625,746877.4225,66281674.1919063,122038.973375,2933811.01715625,981191.35228125,14644.657259375,0,0,0,878678.45828125,1020243.51103125,1269202.977625,1962382.7045625,336826.82378125,927494.634,19526.177103125,1684134.11890625,43933.971778125,4285999.832125,922613.11415625
"20191025L4","L4",16,"Closing-I",16816766.4878675,39943783.5964475,14179567.255315,22572095.6301225,73032963.2414113,15262986.1363788,8677916.01908,5216262.53292375,80553471.6961975,91599054.1726837,12356254.12868,11574078.8200538,4592636.97459875,1088703.48442625,1828598.78903625,13333972.4701838,6875742.36493375,19237281.0969763,11336254.7241213,15886611.6947038,1675334.70113625,26858204.4289212,3329529.92978375,9222268.2908125,5179268.19130875,7034291.05619625,4587351.3121975,63419.582408875,63562301.6479412,19850337.4485762,3858026.27335125,2029427.484315,2949012.011715,5940302.9684075,121554.3496475,1247252.17568875,47564.713282625,10495945.6013912,106719345.427887,3181550.44524625,1125697.82604125,2610774.0976625,4983724.0993925,16705781.344945,5052429.23829875,8508797.06205375,3625487.83982,5596780.4509925,2076992.09169375,48695689.3577963,13112004.3024163,1923728.00379375,3271395.05664125,3900306.2773675,5253257.9335775,24184010.8547538,1204972.1716725,1738754.17764125,850879.38849375,2045282.35344125,3170980.1794825,17044019.2589975,792745.57439,3847456.0075875,3757611.3961925,31709.844156375,0,0,63419.582408875,2547354.6211575,3778751.92772,4465796.96255,8017295.06010125,1897302.86890375,570776.34758375,216683.564405,6611494.19315,163834.35366375,36186171.1412162,1088703.48442625
"20191028L4","L4",19,"Closing-I",63016576.5199667,173673363.370578,15710886.8845796,161319206.842477,226273690.857811,15399438.414714,32356123.800133,32667572.2699986,120507813.73037,122341901.988198,34766971.4789749,15387903.4573625,21351580.3890345,3979629.60689844,16080012.4518908,28791759.5899516,13276969.2910348,90285694.0112675,35978162.7970716,30787341.8720765,2122469.12367917,50962335.8150686,18813845.8686383,38677391.3417648,28722547.5351545,36162724.425383,23335627.713808,288378.555162744,115074751.768929,35113024.8208948,8328384.78110816,4729415.69887243,9862561.83711042,12677139.9553179,149956.987325941,4060376.61904698,219168.117847628,21155483.8033717,212050838.88914,5456129.565455,2030187.1541792,3033746.92926167,2664621.36195038,4590993.89996677,10693092.6305444,29391586.6149799,9574183.28194768,1811020.65381358,14822678.9936999,55980130.0691038,10704627.5878958,2756903.33145035,3864277.72269563,8455271.6226624,3402872.49657295,51227644.4555285,2353172.89208479,2134004.08103059,2226286.05053056,2952999.91711313,1499569.87325941,30671989.9878737,703643.951879724,27257582.5339493,1245796.19015094,46140.7536811248,0,11535.1653133955,288378.555162744,4325685.25950688,3552829.25283004,3068351.80131594,3229845.82561302,1188121.40339382,853600.708136808,645969.165122604,2906860.08770743,392195.482014132,9366549.4282449,1372683.03170518
"20191029L4","L4",20,"Closing-I",52413849.2646477,240867909.301492,12627725.0440618,185289370.89646,136205682.536513,12307118.4563959,59384436.5818335,25420923.9218976,118789557.392889,62352624.5098827,31895089.7377614,24728001.2082403,16712861.3500853,10673064.3478781,15575228.7428893,39548256.6192647,11045380.4738695,133775286.637687,39548256.6192647,23062921.7906186,610185.796770303,35763040.6022277,51617507.4743394,83047201.0198827,10176642.8465562,41844206.0628784,15885492.1812155,165473.83377396,91838000.508582,30995324.7318867,8470194.97049105,10269722.9127829,6815454.5632938,10755801.2647651,113763.260719597,1489264.50396564,217185.441557148,14210069.6142541,67347866.9016629,4395399.74434964,1034211.46108725,3319819.8248189,1478923.42408359,1096264.14875249,3237082.90793192,15844123.722772,5719190.41454132,299922.358444128,7953087.17048978,18295205.9202776,3495634.73847491,2647581.34038336,2337317.90205718,6205270.83598115,1313449.59030963,31770984.3624309,6329376.21131162,941133.464318223,2130475.60983973,4643610.49501058,361975.046109363,63345467.5125264,299922.358444128,20198155.0086781,289579.20910443,41368.45844349,0,10342.1146108725,279238.129222383,1437554.9656401,527448.879883323,455053.04287839,558474.188987115,486080.421439833,827369.1688698,393000.355213155,610185.796770303,155131.719163087,1933976.46696198,2161502.98840118
"20191030L4","L4",21,"Closing-I",128919156.799674,211418036.378521,16568009.550753,168281506.314451,160189408.77105,18209884.1978002,15938980.5278728,35726768.8705039,119398416.054385,67594066.7509886,72413076.0382193,14958120.1548139,40663055.9869066,6929990.97629151,30289391.5983167,27805256.4832298,11535768.8183628,120976322.336553,24361583.0709314,19670512.6507963,692999.52509659,53382255.5855641,25587660.1402579,33882325.9535581,17975330.6767935,38157596.6586352,20086312.3658543,650353.236064708,57209741.324475,44394588.1098301,11077324.9516102,8337312.10233204,4989594.44335825,12484646.0776507,63969.2198141036,5981115.85434082,405138.677134282,18742959.604693,96966568.4784628,4787024.03612252,1673859.89815549,3902117.27905105,1695181.97400283,1673859.89815549,10224401.3083097,18103269.5438891,17548869.9238119,341168.174917862,15811041.6607771,32805511.9645117,6066408.43240459,2985227.40820858,3145149.38907524,6642130.1283292,2644057.09595352,41270762.9339394,3688887.97122884,4019395.10822303,2366859.42325208,2963903.19502404,671675.311912052,19905066.1718031,1247399.14517386,31515466.530306,501092.293121718,117276.760503377,10661.5295112266,10661.5295112266,1343352.7611613,7644312.57723545,2217596.34297189,2121642.72698446,1951059.70819412,1844442.91694582,820938.392192236,1780474.5520666,1748489.30095839,863582.543886924,3443673.41229841,1940396.53293326
"20191101L4","L4",23,"Closing-I",580414971.974915,297233772.710606,31827909.2168565,311755885.923507,298072231.786815,9793203.35209582,40447269.8622584,51112471.3245945,126506716.825246,70598260.926695,62917976.4595941,7093363.11375395,85120374.1395967,5735060.75225783,22168858.6459723,61442285.8015368,8149824.23370635,244041924.889956,29446684.7694383,31878216.0904471,385690.504074588,47574172.0100427,37998970.7016894,57702758.9926225,9809971.19165606,56663069.0671402,24768085.1371329,352151.470044216,86579293.603184,35282362.6237873,18295179.0558464,6607058.86249812,3152605.45556732,5852445.69390919,0,2548916.26266013,368922.66451434,10329817.8318521,133214392.789836,1844609.96766182,1995533.94334356,1157074.86713364,553382.319316572,603689.192907192,5181678.43294126,14455035.144841,10430431.5790334,134153.452193587,47490326.1024217,25036390.6995561,3856911.75056563,1626611.27882922,1609840.0843591,3370607.4993098,1056457.76504252,78798392.033992,1391841.39552649,2951374.60629497,3689219.93532365,1123535.83310327,285076.085911373,28339920.1308052,1123535.83310327,63739664.3413339,217999.359814579,100615.08914519,16769.1815241984,16769.1815241984,469536.41169558,4527679.01153357,1140303.67266352,1123535.83310327,1056457.76504252,1593072.24479885,419229.53810496,586921.353346944,653999.421407688,754613.168588928,2146454.56411542,1207381.74072426
"20191104L4","L4",26,"Recycle-10%",478744941.64482,224615740.265527,66304382.7435525,86486557.2427004,163772417.007559,19861635.7979974,4938698.1835569,23446938.5804713,44982506.103242,49956821.0188491,92897366.9276136,5318597.31230428,45386151.3049963,819158.685091656,12192407.8716482,35853039.7120399,10482859.4148248,102442346.802153,53447149.0191361,52236218.1687936,997237.590422115,33751719.0899656,5306724.27580079,117578980.053974,5461059.48558454,16252586.9425166,11040837.4489026,463003.251890991,10874631.5800757,25809439.8535594,11788765.0473542,53067249.8903887,522361.302027642,4024562.33881815,118718.71547958,2991710.39380609,296797.383064014,8357795.09720379,35627475.7930763,3893973.20204136,4451951.2361192,1804523.23901029,831031.721595138,1104083.03165219,4855594.06041329,17511005.1839525,47926731.4834149,94975.0199328693,62493511.2871945,22236007.7301288,4641900.80049289,1056595.64055877,1234674.54588922,2338757.57754141,866646.076185078,11634429.8375704,3252891.04481991,1685804.76127673,11491967.6642901,2315013.8819947,391772.165250858,28314405.6773881,688567.170854619,104674258.938464,284924.346560532,178077.954346358,23743.7430959161,11871.871547958,3430969.95015037,2956096.03921615,819158.685091656,985364.553918633,712313.243861583,949750.199328693,296797.383064014,1080339.33610548,961620.858371922,914133.4672785,2421861.70068503,831031.721595138
"20191105L4","L4",27,"Recycle-10%",482595802.793067,120921969.497687,88412479.9375809,100931162.812064,79560886.4053535,23175083.4709798,13357860.2112502,19622949.1698637,59018289.985814,41142668.0527973,102241657.662987,39337863.2953802,61558812.0816014,5035061.71374847,7483621.16073498,18484886.8806514,12599152.7873926,121554226.837661,23899303.4597546,24140710.8916302,1459937.32714515,25991498.1268737,10518453.1630172,122772759.039783,12081850.4885587,17875621.9330166,12380735.4410043,298884.95244558,18163011.8427186,53419943.4954052,8460743.62412901,10001150.8641833,2724452.00709297,3828026.86122252,0,2724452.00709297,172433.715135983,8483736.01646812,37889421.0109787,4701691.63307199,8138868.58619616,3667089.3422561,1735832.19410346,2057707.23203631,9081505.92135929,8759628.57657459,12541672.9599707,298884.95244558,27290497.9350524,86768612.6991302,5104036.58391398,2046212.18929268,3287734.47690138,3517646.86603331,3172779.43576134,30118409.9405418,3517646.86603331,2391079.61956464,2701459.61475385,3552134.30111605,908149.900080375,99287295.5736137,724222.29562668,86320285.2704618,873664.77184947,80468.990168397,22991.1466391187,0,505804.94923839,4540751.80725372,2287619.62116824,1827797.14975623,1597884.76062431,896654.85733674,448327.42866837,793194.858940335,2034717.14654904,390849.90809835,3621106.86442971,2115187.05945818
"20191106L4","L4",28,"Recycle-10%",200523083.175407,83445902.5325152,48302084.956315,13133473.3064224,40458368.2622859,17067729.5179109,3925991.52025774,2967222.78251963,59418837.8714695,20605252.4109771,62146369.7109963,46458936.3229381,40846835.2342218,5008737.24747984,11224200.522177,9629009.17827934,12034194.8862276,27837342.2277946,150237338.248003,14976621.9397993,1355500.40090483,19786993.3556958,8182592.2080692,99298639.6767225,9835639.70109347,5901383.48960496,4322723.18342446,41326.2700883868,10356350.0089998,37160536.3122125,3785481.83780099,29978039.6085465,4893024.94922662,2983753.82023678,206630.522814132,1851414.97986323,33060.9167553732,7670146.59139366,22415342.2794309,8504936.68439216,1644782.80179349,7108109.51682227,4083030.58517603,2471308.20356123,8314835.54403958,5926179.21855288,11100221.8774374,1917535.82022061,11918480.9327187,40491430.3377202,19555567.1039337,2942427.05357171,5579039.013282,4231804.95886355,5289756.61239334,13860814.1371429,9794314.589684,1578661.96143611,2140697.38075189,8827281.16071512,1496008.42810597,100530161.432888,438058.429831788,123805087.879009,958768.737738108,82652.3746512132,16530.4914827987,0,264488.327196348,3339158.71673843,2041514.46496021,1934066.85793776,1570395.61494973,520710.30790632,2173759.45618619,520710.30790632,2239880.29654357,165304.914827987,3082936.73602846,6405564.41504974
"20191107L4","L4",29,"Recycle-10%",149549080.124024,65560710.5093836,203155901.271984,32137997.8088249,33824188.6148936,20766244.0039844,12214848.2036076,12807022.4155167,41642895.139745,32218290.9831574,115734928.155922,22863947.3711796,26326660.8129756,6584174.86707542,7748447.988776,8742098.11502001,12074331.1314567,73620302.5828359,31696375.3073237,15537044.5732527,1194385.07060975,32278512.8724412,4767503.63564742,234330360.903475,11401863.7452151,13901039.0096763,9876261.29634589,792911.164809309,14051590.7200842,46701467.5579512,4325883.14268073,68923055.4747295,5741078.45977382,3131498.07207098,50184.2382250545,5821373.6426408,521915.675833671,7999370.18416851,24901426.8405565,5861520.22980705,35269493.8723614,7055905.3004168,3462713.441796,3121461.42527942,9073313.48474502,8380770.79638582,13589896.9335344,501842.382250545,9605265.80737025,44975130.1647162,4014741.06653884,1886927.75896894,3563081.91824611,3292086.42927047,4235551.31302218,7507564.44870953,5460046.32400662,3693560.33507091,1967222.94183593,4687208.45278043,1866854.46538582,65279678.3736164,1686190.80606873,196250547.681976,1214458.36419287,150552.714675164,20073.6952900218,20073.6952900218,1505527.14675164,6212810.90164967,2740060.81306211,3041166.24241244,2569433.80053658,1716300.74644342,2840429.28951222,1254606.9598936,2549360.50695346,903316.288050981,5299457.96680713,5921742.11909091
"20191108L4","L4",30,"Recycle-10%",66563209.1172388,92173503.4186493,326670434.657422,49593177.9873936,27323357.8813823,13618851.3861485,19775172.1523004,23693803.858375,55342647.1719592,20653117.1834224,87451874.0976996,21252690.0797749,24122070.8256384,6798720.14477662,11241977.3309567,15021421.897376,13426132.2159233,93308407.3434049,44400455.2169082,23586737.6526944,1563170.89201897,26488239.3325325,7730197.20646853,210010835.31382,16434700.1014421,20107078.4621808,11948616.4329898,1595289.6814527,14453969.9349982,38115655.0039395,4261243.56425257,23447552.65758,6134907.52501582,3779444.5664193,74946.55843053,9732340.61404853,481798.997833275,7055679.03841013,23586737.6526944,6006428.07819908,43233430.358178,11980735.2224235,6456106.1420577,5235549.25275765,11734481.8770876,6605998.83001057,11820134.8416321,963597.99566655,5749469.18456557,37751629.9046254,9850112.36802675,3115634.09119943,6509640.31716848,3211992.60404153,7644544.24192403,13458253.149898,6413279.65978545,5021416.8413964,3008567.8855188,6167026.31444955,3286940.02028843,134668175.885361,1830835.33395007,150428357.818744,2152036.09553288,160599.737429122,53533.317294405,74946.55843053,2505355.6465494,8608142.23759058,4218417.08198032,3907926.15777698,3747325.77698557,2430408.2303025,1723769.12826945,2141328.40269435,4603857.5669715,1520344.40974672,8137050.93259582,6124199.8321773
"20191111L4","L4",33,"Recycle-10%",83498574.6839769,127155966.199202,273601114.1908,274752915.903448,35705805.7521123,6494488.38524007,27712591.4200522,95516154.1307774,50207387.4437676,30390871.4588194,36135995.4782965,11406985.3316471,43643512.5408698,7160590.04369607,11989824.2827961,19122659.1624879,18484312.6680362,71814048.8511104,69343922.7959047,30848816.3490079,1387710.86021469,29405597.9454905,8145863.55702495,162015268.688595,29794156.3180212,75144554.3586845,35442141.4405421,11878806.4114848,11962069.1187918,23674350.1156627,8381775.48929676,90992215.556901,2081567.682675,5620229.95851657,13877.1086021469,22258886.8761496,5661861.31217007,13960374.0941598,24423714.4814257,6133682.39200776,47848276.4751673,45239380.1693519,25214710.2008422,26949348.079934,17776579.6559267,19538972.6990229,27310154.0731663,457944.8901885,9422559.33063426,11781667.5145286,19247553.2234484,3052965.00635469,10255183.6189983,2345231.99424519,13516305.3936205,15320329.7903702,5079022.36102107,19039396.4551809,3274997.96427138,3621924.98314857,12683678.3205505,23813123.1509783,7896075.43510395,114347391.032985,10199676.0756956,1762393.04309619,624470.3048025,346927.01887719,21731555.4683033,19372447.2844089,6133682.39200776,7160590.04369607,10130289.5580378,11740036.1608751,2039936.3290215,10713128.5091868,10615989.6122306,8159739.74667414,44184720.1383653,4745971.53179307
"20191112L4","L4",34,"Recycle-10%",109922058.433519,321596030.095663,93206872.6653156,406038095.50659,39971656.6704927,7536700.3411539,28673072.5508011,94861585.3559613,50830709.9976879,35847802.548628,42466653.3112111,10626359.031365,30961230.1051888,3012095.65137739,10083407.4008711,40113860.3227394,10445375.1545337,73337390.183152,21912018.1359714,36158062.4729563,9230195.84604877,15900757.0276307,4343620.81294518,88488356.493958,18576737.5451804,58108860.8335123,16728113.3729536,10070479.7961214,8738952.04488915,26979577.0459063,5248542.78676625,45220199.457259,917849.578570764,6825689.84891386,12927.4493698312,12966227.0047515,6024188.71309036,4330693.20819549,36765652.1271987,3826524.39195058,14194333.9179861,16017102.8807135,10988326.7850277,27328617.1948192,7872812.88531717,28608434.5270527,15693917.9413,736863.11207502,8958718.73596957,14362390.1900678,6192244.98517199,1228106.91323464,3425773.82403883,2482069.03596868,6347376.24216835,27974989.6633108,2469141.43121898,10871980.9319449,1809841.35797772,2766473.75079757,7472062.31740542,10471230.3640331,5584655.33092952,62504192.0654563,6851545.05841325,4498749.48027712,4175564.54086355,3063803.48071176,10703924.6598632,10923691.3509436,2546707.05971716,3516264.46762229,11815683.1303506,9967058.95812379,1939117.40547468,7291078.44057409,8661386.41639097,6437866.88575181,115093035.591788,2986240.44187799
"20191113L4","L4",35,"Recycle-10%",72089204.2801052,246421706.278731,70906689.9443574,223927474.609642,19988009.5013463,6309680.48863277,22891344.0186871,63132104.5877786,18593702.2664498,23376704.7369866,26968368.3888761,5577228.93958584,22370685.3687889,944246.218047822,3018056.33474099,32563246.2942613,8145224.2574782,31186589.7950163,3468117.35158963,38890577.5185456,15858036.4639071,10889714.5429206,1853192.73464477,42058653.6022854,13687153.4956132,43055848.4875834,12504639.1598654,8868851.32362545,4880075.32213761,29456941.5908192,3062180.51909154,22961941.6517367,697153.61744823,6406753.34023354,8824.73067897924,9804273.0587736,6009639.22078296,3962302.55278882,15249129.4453078,3591663.65188943,18637826.4508003,9698375.72427315,10271983.0414216,23614972.8546866,10201385.408372,25071053.2397329,14701997.3467106,1067792.51834762,9045346.29117547,5065394.7725873,1914965.88479467,1235461.23314579,1897316.91899532,2435624.53469288,4315292.48788885,32572070.7771609,1050141.7826961,13466534.3437126,1032492.81689675,1703172.98564595,5268363.18883635,4730053.80328662,7148029.37218015,17887724.1661019,6592071.02083107,3441643.9028906,3123953.66924144,2382675.86744266,8595285.27432683,10836765.8756703,3071005.00199122,4685931.38878824,9433634.15787421,13987194.763463,794224.699196832,7377473.00698039,6044938.92223383,6212609.40688417,84982131.3066693,1561977.7195468
"20191114L4","L4",36,"Recycle-10%",7154751.03917672,441279093.342205,19485279.6994402,145057973.411715,6417643.60931567,5143729.61173478,13620466.6625203,47295069.2089358,39307065.1044589,9326014.12076166,63479387.8712939,7603424.77748707,6802221.32892216,1826744.56997668,6345534.78458215,74111363.9989883,8741135.53901394,9221857.28667622,2323491.92969827,48288560.7136123,3957946.83618002,9406134.14414148,12883359.2326592,20190339.1199493,9093665.2492685,26840331.6007581,4502766.20992951,13051612.0854485,2643973.63060091,11569384.4196968,785179.443888948,8957460.40583113,168252.8527893,6465715.62334356,80120.3448564912,5408126.49257987,7475232.74007936,2828250.48806617,4086140.48097109,3605417.12592546,4807223.90615618,5640475.36407302,5800717.01821602,15583416.0759343,10191313.5880304,7282943.07658444,7547341.56481288,408614.530312116,1810720.56530071,8476737.0507855,2243370.2989351,1866805.38535826,2371563.94372616,1946925.40873808,4687043.06739478,3357044.24975634,472710.549015972,14557874.9545226,937408.292002284,913373.088680016,3813730.79409635,5119692.80102916,9013543.61850533,8997519.61382936,4342524.55578652,6097161.90841303,5055596.7823253,2291443.92034634,10335531.2374975,9950953.51789097,3853791.60947794,6970474.18171146,12018059.7653905,19957990.2484561,432649.733634384,5440174.5019318,5944933.0602997,6489752.43404918,73686727.0713836,656987.406481236
